,code,département,reg,année,alf,af,TxHab,apl,TxFonNonBat,TxFonBat,TxPro
320,14,calvados,25,2014,9991.0,49459.0,,33830.0,,22.1,
321,14,calvados,25,2015,9749.0,49367.0,,33267.0,,22.1,
322,15,cantal,83,1993,2544.0,7061.0,,5837.0,,,
323,15,cantal,83,1994,2499.0,7010.0,,5867.0,,,
324,15,cantal,83,1995,2465.0,7000.0,,5942.0,,,
325,15,cantal,83,1996,2469.0,6992.0,,5850.0,,,
326,15,cantal,83,1997,2491.0,6936.0,,5966.0,,,
327,15,cantal,83,1998,2487.0,6525.0,,5891.0,,,
328,15,cantal,83,1999,2469.0,6917.0,,5865.0,,,
329,15,cantal,83,2000,2477.0,6836.0,,5777.0,,,
330,15,cantal,83,2001,2343.0,6828.0,7.959999993443489,5610.0,56.87999999523163,12.799999982118607,11.129999995231628
331,15,cantal,83,2002,2319.0,6789.0,7.959999993443489,5402.0,56.87999999523163,12.799999982118607,11.129999995231628
332,15,cantal,83,2003,2167.0,6817.0,8.64,5134.0,61.73,13.89,12.08
333,15,cantal,83,2004,2104.0,6927.0,8.64,4872.0,61.73,13.89,12.08
334,15,cantal,83,2005,2114.0,7427.0,8.639999985694885,4820.0,61.7299998998642,13.889999985694885,12.0799999833107
335,15,cantal,83,2006,2005.0,7494.0,9.139999985694885,4543.0,65.30999994277954,14.699999988079071,12.77999997138977
336,15,cantal,83,2007,1954.0,7481.0,9.36999997496605,4499.0,66.93999981880188,15.069999992847443,13.099999994039536
337,15,cantal,83,2008,2079.0,7496.0,9.36999999999989,4721.0,66.93999999999869,15.069999999999709,13.099999999999909
338,15,cantal,83,2009,2076.0,7610.0,9.93,4740.0,70.96,15.97,13.89
339,15,cantal,83,2010,1999.0,7610.0,10.33,4799.0,73.81,23.56,
340,15,cantal,83,2011,1931.0,7596.0,,4845.0,,23.56,
341,15,cantal,83,2012,1907.0,7605.0,,4810.0,,23.56,
342,15,cantal,83,2013,1895.0,7624.0,,4751.0,,23.56,
343,15,cantal,83,2014,1885.0,7581.0,,4792.0,,23.56,
344,15,cantal,83,2015,1859.0,7575.0,,4743.0,,23.56,
345,16,charente,54,1993,5230.0,19097.0,,14603.0,,,
346,16,charente,54,1994,5656.0,19158.0,,14839.0,,,
347,16,charente,54,1995,5919.0,19233.0,,14880.0,,,
348,16,charente,54,1996,6064.0,19350.0,,15149.0,,,
349,16,charente,54,1997,6128.0,19325.0,,15006.0,,,
350,16,charente,54,1998,6499.0,18516.0,,15000.0,,,
351,16,charente,54,1999,6499.0,19550.0,,14526.0,,,
352,16,charente,54,2000,6624.0,19491.0,,13977.0,,,
353,16,charente,54,2001,7007.0,19621.0,5.529999986290932,14085.0,24.27999997138977,11.78999999165535,7.75
354,16,charente,54,2002,6958.0,19500.0,5.809999987483025,13826.0,25.4899999499321,12.379999995231628,8.139999985694885
355,16,charente,54,2003,6783.0,19600.0,6.62,13460.0,29.06,14.11,9.28
356,16,charente,54,2004,6706.0,19772.0,6.62,12906.0,29.06,14.11,9.28
357,16,charente,54,2005,6692.0,21141.0,7.549999997019768,12536.0,33.12999999523163,16.089999973773956,10.759999990463257
358,16,charente,54,2006,6603.0,21193.0,7.549999997019768,11875.0,33.12999999523163,16.089999973773956,10.759999990463257
359,16,charente,54,2007,6670.0,21261.0,7.549999997019768,11846.0,33.12999999523163,16.089999973773956,10.759999990463257
360,16,charente,54,2008,7186.0,21310.0,7.5499999999999545,12258.0,33.1299999999992,16.089999999999236,10.759999999999764
361,16,charente,54,2009,7351.0,21360.0,7.55,12196.0,33.13,16.09,10.76
362,16,charente,54,2010,7339.0,21398.0,8.15,12215.0,35.78,22.89,
363,16,charente,54,2011,7409.0,21361.0,,12557.0,,22.89,
364,16,charente,54,2012,7396.0,21414.0,,12773.0,,22.89,
365,16,charente,54,2013,7399.0,21592.0,,12858.0,,22.89,
366,16,charente,54,2014,7461.0,21533.0,,12788.0,,22.89,
367,16,charente,54,2015,7474.0,21362.0,,12757.0,,22.89,
368,17,charente maritime,54,1993,10545.0,29592.0,,21513.0,,,
369,17,charente maritime,54,1994,11133.0,29770.0,,21873.0,,,
370,17,charente maritime,54,1995,11739.0,29991.0,,21890.0,,,
371,17,charente maritime,54,1996,11921.0,30320.0,,21674.0,,,
372,17,charente maritime,54,1997,12278.0,30565.0,,21430.0,,,
373,17,charente maritime,54,1998,12751.0,29308.0,,21076.0,,,
374,17,charente maritime,54,1999,13096.0,31361.0,,20712.0,,,
375,17,charente maritime,54,2000,13513.0,31665.0,,20147.0,,,
376,17,charente maritime,54,2001,13362.0,32060.0,5.319999992847443,19473.0,21.799999952316284,10.479999989271164,6.979999989271164
377,17,charente maritime,54,2002,13162.0,32274.0,5.689999997615814,18833.0,23.3299999833107,11.209999978542328,7.469999998807907
378,17,charente maritime,54,2003,12820.0,32753.0,6.15,17942.0,25.2,12.11,8.07
379,17,charente maritime,54,2004,12982.0,33466.0,6.15,17290.0,25.2,12.11,8.07
380,17,charente maritime,54,2005,13103.0,36464.0,6.149999991059303,16822.0,25.19999998807907,12.109999984502792,8.069999992847443
381,17,charente maritime,54,2006,13099.0,36788.0,6.399999991059303,16012.0,26.209999978542328,12.589999973773956,8.389999985694885
382,17,charente maritime,54,2007,13222.0,37212.0,6.399999991059303,15955.0,26.209999978542328,12.589999973773956,8.389999985694885
383,17,charente maritime,54,2008,14268.0,37365.0,6.399999999999864,16657.0,26.209999999999127,12.58999999999969,8.389999999999873
384,17,charente maritime,54,2009,14543.0,37747.0,6.75,16685.0,27.65,13.28,8.85
385,17,charente maritime,54,2010,14307.0,38018.0,7.12,16587.0,29.17,19.38,
386,17,charente maritime,54,2011,14173.0,38152.0,,16757.0,,19.33,
387,17,charente maritime,54,2012,14010.0,38550.0,,17160.0,,19.91,
388,17,charente maritime,54,2013,14195.0,39116.0,,17972.0,,21.5,
389,17,charente maritime,54,2014,13998.0,39291.0,,18237.0,,21.5,
390,17,charente maritime,54,2015,13886.0,39275.0,,18467.0,,21.5,
391,18,cher,24,1993,3636.0,17649.0,,16401.0,,,
392,18,cher,24,1994,3913.0,17643.0,,16323.0,,,
393,18,cher,24,1995,4098.0,17675.0,,16337.0,,,
394,18,cher,24,1996,4180.0,17824.0,,16208.0,,,
395,18,cher,24,1997,4391.0,17944.0,,16063.0,,,
396,18,cher,24,1998,4538.0,17205.0,,15808.0,,,
397,18,cher,24,1999,4780.0,18267.0,,15528.0,,,
398,18,cher,24,2000,4954.0,18280.0,,15034.0,,,
399,18,cher,24,2001,4961.0,18258.0,6.179999992251396,14481.0,15.86999997496605,7.809999987483025,6.319999992847443
400,18,cher,24,2002,5013.0,18150.0,6.179999992251396,14041.0,15.86999997496605,7.809999987483025,6.319999992847443
401,18,cher,24,2003,4962.0,18246.0,6.74,13560.0,17.3,8.51,6.89
402,18,cher,24,2004,4950.0,18425.0,6.74,13280.0,17.3,8.51,6.89
403,18,cher,24,2005,5057.0,19948.0,7.179999992251396,13018.0,18.419999957084656,9.059999972581863,7.559999987483025
404,18,cher,24,2006,4960.0,19755.0,7.8599999994039536,12414.0,20.1599999666214,9.919999986886978,8.61999997496605
405,18,cher,24,2007,4894.0,19734.0,7.8599999994039536,12572.0,20.1599999666214,9.919999986886978,8.61999997496605
406,18,cher,24,2008,5246.0,19713.0,7.8599999999999,13028.0,20.159999999999854,9.919999999999618,8.61999999999989
407,18,cher,24,2009,5317.0,19590.0,8.88,13008.0,22.78,11.51,10.3
408,18,cher,24,2010,5282.0,19618.0,8.88,12749.0,22.78,16.69,
409,18,cher,24,2011,5460.0,19472.0,,12972.0,,16.69,
410,18,cher,24,2012,5498.0,19351.0,,13125.0,,17.69,
411,18,cher,24,2013,5466.0,19529.0,,13384.0,,18.22,
412,18,cher,24,2014,5544.0,19663.0,,13409.0,,18.22,
413,18,cher,24,2015,5588.0,19568.0,,13145.0,,18.22,
414,19,correze,74,1993,3969.0,11078.0,,7513.0,,,
415,19,correze,74,1994,4026.0,11041.0,,7533.0,,,
416,19,correze,74,1995,4048.0,11040.0,,7449.0,,,
417,19,correze,74,1996,4078.0,11009.0,,7504.0,,,
418,19,correze,74,1997,4025.0,10999.0,,7304.0,,,
419,19,correze,74,1998,4172.0,10416.0,,7425.0,,,
420,19,correze,74,1999,4071.0,11112.0,,7173.0,,,
421,19,correze,74,2000,4323.0,11119.0,,6996.0,,,
422,19,correze,74,2001,4257.0,11137.0,5.25,6673.0,42.43999993801117,10.729999989271164,10.78999999165535
423,19,correze,74,2002,4173.0,11284.0,5.379999995231628,6572.0,43.5,11.0,11.059999972581863
424,19,correze,74,2003,4078.0,11439.0,5.54,6283.0,44.8,11.33,11.39
425,19,correze,74,2004,3996.0,11730.0,5.68,5957.0,45.92,11.61,11.67
426,19,correze,74,2005,3993.0,12847.0,5.8499999940395355,5880.0,47.299999952316284,11.959999978542328,12.019999980926514
427,19,correze,74,2006,3879.0,13020.0,6.019999995827675,5706.0,48.669999957084656,12.319999992847443,12.379999995231628
428,19,correze,74,2007,4054.0,13173.0,6.199999988079071,5721.0,50.12999999523163,12.689999997615814,12.75
429,19,correze,74,2008,4327.0,13224.0,6.389999999999873,6040.0,51.6299999999992,13.069999999999709,13.129999999999654
430,19,correze,74,2009,4251.0,13256.0,6.39,5991.0,51.63,13.07,13.13
431,19,correze,74,2010,4183.0,13382.0,6.39,5989.0,51.63,19.09,
432,19,correze,74,2011,4167.0,13457.0,,6095.0,,19.09,
433,19,correze,74,2012,4134.0,13571.0,,6248.0,,20.33,
434,19,correze,74,2013,4126.0,13737.0,,6350.0,,21.35,
435,19,correze,74,2014,4125.0,13851.0,,6279.0,,21.35,
436,19,correze,74,2015,4114.0,13936.0,,6186.0,,21.35,
437,21,cote d'or,26,1993,6534.0,30126.0,,21872.0,,,
438,21,cote d'or,26,1994,6676.0,30478.0,,22321.0,,,
439,21,cote d'or,26,1995,6732.0,30700.0,,22252.0,,,
440,21,cote d'or,26,1996,7226.0,31012.0,,23491.0,,,
441,21,cote d'or,26,1997,7526.0,31074.0,,23270.0,,,
442,21,cote d'or,26,1998,7676.0,29275.0,,23423.0,,,
443,21,cote d'or,26,1999,7638.0,31318.0,,22318.0,,,
444,21,cote d'or,26,2000,7866.0,31308.0,,21713.0,,,
445,21,cote d'or,26,2001,7778.0,31348.0,5.8399999886751175,21299.0,20.7399999499321,9.569999992847443,5.6099999994039536
446,21,cote d'or,26,2002,7743.0,31299.0,6.309999987483025,21093.0,22.419999957084656,10.339999973773956,6.059999987483025
447,21,cote d'or,26,2003,7583.0,31545.0,6.5,20315.0,23.09,10.65,6.24
448,21,cote d'or,26,2004,7500.0,31988.0,6.6,19838.0,23.44,10.81,6.33
449,21,cote d'or,26,2005,7604.0,34837.0,6.739999994635582,19657.0,23.939999997615814,11.03999999165535,6.459999993443489
450,21,cote d'or,26,2006,7378.0,34558.0,6.939999997615814,18969.0,24.62999999523163,11.359999984502792,6.649999991059303
451,21,cote d'or,26,2007,7414.0,34402.0,7.03999999165535,19064.0,25.0,11.52999997138977,6.75
452,21,cote d'or,26,2008,7870.0,34309.0,7.149999999999864,19841.0,25.36999999999989,11.699999999999818,6.849999999999909
453,21,cote d'or,26,2009,7627.0,34158.0,7.28,19535.0,25.82,11.91,6.97
454,21,cote d'or,26,2010,7310.0,34057.0,7.49,19420.0,26.57,17.71,
455,21,cote d'or,26,2011,7280.0,34128.0,,20017.0,,18.22,
456,21,cote d'or,26,2012,7179.0,34242.0,,20304.0,,18.75,
457,21,cote d'or,26,2013,7068.0,34464.0,,21070.0,,21.0,
458,21,cote d'or,26,2014,6983.0,34591.0,,20963.0,,21.0,
459,21,cote d'or,26,2015,7002.0,34867.0,,20699.0,,21.0,
460,22,cotes d'armor,53,1993,7900.0,32598.0,,20531.0,,,
461,22,cotes d'armor,53,1994,7998.0,32657.0,,20974.0,,,
462,22,cotes d'armor,53,1995,8304.0,32674.0,,21404.0,,,
463,22,cotes d'armor,53,1996,8216.0,32851.0,,21685.0,,,
464,22,cotes d'armor,53,1997,8354.0,32534.0,,21530.0,,,
465,22,cotes d'armor,53,1998,8556.0,30595.0,,21614.0,,,
466,22,cotes d'armor,53,1999,8829.0,32854.0,,21153.0,,,
467,22,cotes d'armor,53,2000,8895.0,33066.0,,20579.0,,,
468,22,cotes d'armor,53,2001,8990.0,33328.0,8.419999986886978,20085.0,32.359999895095825,9.78999999165535,8.069999992847443
469,22,cotes d'armor,53,2002,8949.0,33585.0,8.669999986886978,19495.0,33.329999923706055,10.0799999833107,8.309999972581863
470,22,cotes d'armor,53,2003,8878.0,33960.0,9.1,18746.0,35.0,10.58,8.73
471,22,cotes d'armor,53,2004,8965.0,34797.0,9.28,18092.0,35.7,10.79,8.9
472,22,cotes d'armor,53,2005,9177.0,37347.0,9.73999997973442,17987.0,37.489999890327454,11.3299999833107,9.349999994039536
473,22,cotes d'armor,53,2006,9041.0,37809.0,10.02999997138977,17546.0,38.609999895095825,11.669999986886978,9.629999995231628
474,22,cotes d'armor,53,2007,9374.0,38306.0,10.229999989271164,17633.0,39.37999999523163,11.899999976158142,9.819999992847443
475,22,cotes d'armor,53,2008,10305.0,38615.0,10.429999999999836,18459.0,40.159999999999854,12.139999999999873,10.02
476,22,cotes d'armor,53,2009,10456.0,38918.0,11.37,18414.0,43.78,13.23,11.33
477,22,cotes d'armor,53,2010,10307.0,39195.0,11.6,17987.0,44.66,18.31,
478,22,cotes d'armor,53,2011,10432.0,39464.0,,17751.0,,18.68,
479,22,cotes d'armor,53,2012,10405.0,39749.0,,17960.0,,19.15,
480,22,cotes d'armor,53,2013,10507.0,40168.0,,18209.0,,19.53,
481,22,cotes d'armor,53,2014,10489.0,40279.0,,18246.0,,19.53,
482,22,cotes d'armor,53,2015,10273.0,40423.0,,17939.0,,19.53,
483,23,creuse,74,1993,1401.0,5041.0,,4390.0,,,
484,23,creuse,74,1994,1415.0,5052.0,,4438.0,,,
485,23,creuse,74,1995,1477.0,5093.0,,4654.0,,,
486,23,creuse,74,1996,1563.0,5142.0,,4671.0,,,
487,23,creuse,74,1997,1648.0,5175.0,,4695.0,,,
488,23,creuse,74,1998,1669.0,4879.0,,4691.0,,,
489,23,creuse,74,1999,1758.0,5197.0,,4579.0,,,
490,23,creuse,74,2000,1814.0,5230.0,,4402.0,,,
491,23,creuse,74,2001,1828.0,5282.0,6.759999990463257,4215.0,31.439999997615814,8.3299999833107,9.359999984502792
492,23,creuse,74,2002,1905.0,5309.0,6.899999991059303,4155.0,32.0699999332428,8.5,9.549999982118607
493,23,creuse,74,2003,1838.0,5399.0,8.07,3958.0,37.49,9.94,11.16
494,23,creuse,74,2004,1829.0,5511.0,8.21,3728.0,38.13,10.11,11.35
495,23,creuse,74,2005,1798.0,5916.0,8.359999984502792,3723.0,38.8199999332428,10.28999999165535,11.549999982118607
496,23,creuse,74,2006,1722.0,5924.0,8.949999988079071,3666.0,41.53999996185303,11.009999990463257,12.359999984502792
497,23,creuse,74,2007,1775.0,5956.0,9.8299999833107,3676.0,45.609999895095825,12.089999973773956,13.569999992847443
498,23,creuse,74,2008,1860.0,5886.0,9.979999999999563,3815.0,46.289999999999054,12.27,13.77
499,23,creuse,74,2009,1836.0,5868.0,10.18,3899.0,47.22,12.52,14.05
500,23,creuse,74,2010,1864.0,5864.0,10.28,3797.0,47.69,18.39,
501,23,creuse,74,2011,1873.0,5830.0,,3821.0,,18.72,
502,23,creuse,74,2012,1877.0,5782.0,,3765.0,,18.91,
503,23,creuse,74,2013,1907.0,5768.0,,3856.0,,19.1,
504,23,creuse,74,2014,1912.0,5763.0,,3820.0,,19.39,
505,23,creuse,74,2015,1851.0,5738.0,,3677.0,,19.39,
506,24,dordogne,72,1993,6611.0,18177.0,,12741.0,,,
507,24,dordogne,72,1994,6818.0,18295.0,,12773.0,,,
508,24,dordogne,72,1995,7100.0,18399.0,,12674.0,,,
509,24,dordogne,72,1996,7280.0,18625.0,,12793.0,,,
510,24,dordogne,72,1997,7483.0,18686.0,,12599.0,,,
511,24,dordogne,72,1998,7802.0,18107.0,,12579.0,,,
512,24,dordogne,72,1999,7972.0,19086.0,,12261.0,,,
513,24,dordogne,72,2000,8053.0,19149.0,,11797.0,,,
514,24,dordogne,72,2001,8040.0,19450.0,5.299999997019768,11560.0,48.829999923706055,13.75,8.209999978542328
515,24,dordogne,72,2002,7893.0,19646.0,5.459999993443489,11266.0,50.299999952316284,14.159999996423721,8.459999978542328
516,24,dordogne,72,2003,7664.0,19900.0,5.9,10793.0,54.32,15.57,9.3
517,24,dordogne,72,2004,7589.0,20314.0,5.96,10214.0,54.86,15.73,9.39
518,24,dordogne,72,2005,7727.0,21783.0,6.049999997019768,9809.0,55.67999994754791,15.969999998807907,9.52999997138977
519,24,dordogne,72,2006,7608.0,21818.0,6.28999999165535,9367.0,57.9099999666214,16.60999995470047,9.909999996423721
520,24,dordogne,72,2007,7888.0,22020.0,6.419999986886978,9419.0,59.0699999332428,16.939999997615814,10.109999984502792
521,24,dordogne,72,2008,8484.0,22214.0,6.419999999999845,9746.0,59.06999999999971,16.9399999999996,10.109999999999673
522,24,dordogne,72,2009,8634.0,22286.0,6.68,9651.0,61.43,17.62,10.52
523,24,dordogne,72,2010,8614.0,22423.0,6.81,9641.0,62.64,23.45,
524,24,dordogne,72,2011,8744.0,22381.0,,9886.0,,23.45,
525,24,dordogne,72,2012,8786.0,22464.0,,10074.0,,23.45,
526,24,dordogne,72,2013,8931.0,22619.0,,10084.0,,23.45,
527,24,dordogne,72,2014,9151.0,22699.0,,10112.0,,23.45,
528,24,dordogne,72,2015,9009.0,22571.0,,10003.0,,23.45,
529,25,doubs,43,1993,6288.0,31673.0,,27392.0,,,
530,25,doubs,43,1994,6410.0,31801.0,,28357.0,,,
531,25,doubs,43,1995,6571.0,31903.0,,28581.0,,,
532,25,doubs,43,1996,6582.0,32006.0,,29072.0,,,
533,25,doubs,43,1997,6611.0,32125.0,,28802.0,,,
534,25,doubs,43,1998,6803.0,30525.0,,28341.0,,,
535,25,doubs,43,1999,7141.0,32096.0,,27964.0,,,
536,25,doubs,43,2000,7257.0,31803.0,,27206.0,,,
537,25,doubs,43,2001,7203.0,31784.0,6.299999997019768,26237.0,14.689999997615814,8.73999997973442,6.739999994635582
538,25,doubs,43,2002,7152.0,32939.0,6.53999999165535,25354.0,15.25,9.069999992847443,7.0
539,25,doubs,43,2003,7048.0,33017.0,7.0,24820.0,16.31,9.7,7.49
540,25,doubs,43,2004,7100.0,33360.0,7.0,24422.0,16.31,9.7,7.49
541,25,doubs,43,2005,7431.0,36042.0,7.0,24373.0,16.30999994277954,9.699999988079071,7.489999994635582
542,25,doubs,43,2006,7535.0,36012.0,7.279999986290932,23744.0,16.959999978542328,10.089999973773956,7.78999999165535
543,25,doubs,43,2007,7928.0,36075.0,7.669999986886978,23778.0,17.87999999523163,10.629999995231628,8.209999978542328
544,25,doubs,43,2008,8689.0,36204.0,7.789999999999964,24679.0,18.149999999999636,10.79,8.329999999999927
545,25,doubs,43,2009,8740.0,36408.0,8.29,24470.0,19.32,11.49,8.87
546,25,doubs,43,2010,8477.0,36773.0,8.58,24493.0,20.0,17.47,
547,25,doubs,43,2011,8540.0,36723.0,,24979.0,,17.73,
548,25,doubs,43,2012,8316.0,36719.0,,24872.0,,18.08,
549,25,doubs,43,2013,8054.0,37121.0,,25209.0,,18.08,
550,25,doubs,43,2014,8032.0,37227.0,,25155.0,,18.08,
551,25,doubs,43,2015,8064.0,37245.0,,25098.0,,18.08,
552,26,drome,82,1993,8521.0,27911.0,,22848.0,,,
553,26,drome,82,1994,8672.0,28254.0,,23446.0,,,
554,26,drome,82,1995,9159.0,28753.0,,23734.0,,,
555,26,drome,82,1996,9175.0,29254.0,,24142.0,,,
556,26,drome,82,1997,9290.0,29559.0,,23920.0,,,
557,26,drome,82,1998,9457.0,28476.0,,23587.0,,,
558,26,drome,82,1999,9693.0,30332.0,,23136.0,,,
559,26,drome,82,2000,9846.0,30501.0,,22656.0,,,
560,26,drome,82,2001,9800.0,30898.0,6.129999995231628,22278.0,33.299999952316284,9.0799999833107,8.259999990463257
561,26,drome,82,2002,9828.0,31357.0,6.5,21490.0,35.299999952316284,9.61999997496605,8.759999990463257
562,26,drome,82,2003,9773.0,31842.0,6.73,20872.0,36.57,9.97,9.08
563,26,drome,82,2004,9871.0,32503.0,6.73,20439.0,36.57,9.97,9.08
564,26,drome,82,2005,10093.0,34546.0,7.129999995231628,20199.0,38.75,10.569999992847443,9.61999997496605
565,26,drome,82,2006,10215.0,34949.0,7.3499999940395355,19463.0,39.96999990940094,10.899999976158142,9.919999986886978
566,26,drome,82,2007,10288.0,35266.0,7.509999990463257,19306.0,40.86999988555908,11.139999985694885,10.139999985694885
567,26,drome,82,2008,11023.0,35469.0,7.649999999999864,20094.0,41.6299999999992,11.349999999999909,10.329999999999927
568,26,drome,82,2009,10965.0,35442.0,7.65,19645.0,41.63,11.35,10.33
569,26,drome,82,2010,10866.0,35734.0,7.8,19576.0,42.44,15.23,
570,26,drome,82,2011,10948.0,36093.0,,19786.0,,15.23,
571,26,drome,82,2012,10919.0,36491.0,,20051.0,,15.51,
572,26,drome,82,2013,11253.0,37174.0,,20171.0,,15.51,
573,26,drome,82,2014,11188.0,37523.0,,20414.0,,15.51,
574,26,drome,82,2015,11145.0,37596.0,,20284.0,,15.51,
575,27,eure,23,1993,6708.0,40220.0,,25117.0,,,
576,27,eure,23,1994,6840.0,40414.0,,25668.0,,,
577,27,eure,23,1995,7285.0,40487.0,,26245.0,,,
578,27,eure,23,1996,7737.0,40792.0,,27135.0,,,
579,27,eure,23,1997,8170.0,40968.0,,26941.0,,,
580,27,eure,23,1998,8532.0,39108.0,,27031.0,,,
581,27,eure,23,1999,8609.0,41594.0,,26588.0,,,
582,27,eure,23,2000,8741.0,41362.0,,25812.0,,,
583,27,eure,23,2001,8696.0,41384.0,5.649999991059303,24769.0,31.259999990463257,12.209999978542328,5.969999998807907
584,27,eure,23,2002,8596.0,41408.0,5.649999991059303,24374.0,31.259999990463257,12.209999978542328,5.969999998807907
585,27,eure,23,2003,8480.0,41924.0,5.88,23778.0,32.51,12.7,6.33
586,27,eure,23,2004,8516.0,42454.0,5.88,23559.0,32.51,12.7,6.33
587,27,eure,23,2005,8678.0,45219.0,6.319999992847443,23495.0,34.139999985694885,13.339999973773956,6.929999992251396
588,27,eure,23,2006,8346.0,45429.0,6.319999992847443,22733.0,34.139999985694885,13.339999973773956,6.929999992251396
589,27,eure,23,2007,8444.0,45646.0,6.319999992847443,22838.0,34.139999985694885,13.339999973773956,6.929999992251396
590,27,eure,23,2008,9114.0,45909.0,6.319999999999936,23996.0,34.13999999999942,13.33999999999969,6.929999999999836
591,27,eure,23,2009,9354.0,46454.0,6.48,24140.0,34.99,13.67,7.1
592,27,eure,23,2010,9086.0,46820.0,6.48,24307.0,34.99,20.24,
593,27,eure,23,2011,9086.0,47068.0,,24841.0,,20.24,
594,27,eure,23,2012,9204.0,47582.0,,25345.0,,20.24,
595,27,eure,23,2013,9313.0,47883.0,,25277.0,,20.24,
596,27,eure,23,2014,9156.0,47944.0,,24883.0,,20.24,
597,27,eure,23,2015,8973.0,48095.0,,24743.0,,20.24,
598,28,eure et loir,24,1993,5364.0,29608.0,,16795.0,,,
599,28,eure et loir,24,1994,5254.0,29738.0,,17973.0,,,
600,28,eure et loir,24,1995,4912.0,29910.0,,19001.0,,,
601,28,eure et loir,24,1996,5183.0,30028.0,,19135.0,,,
602,28,eure et loir,24,1997,5316.0,29911.0,,18826.0,,,
603,28,eure et loir,24,1998,5526.0,28488.0,,18317.0,,,
604,28,eure et loir,24,1999,5643.0,30279.0,,17808.0,,,
605,28,eure et loir,24,2000,5685.0,30195.0,,16833.0,,,
606,28,eure et loir,24,2001,5681.0,30117.0,7.009999990463257,16080.0,18.439999997615814,12.139999985694885,6.5
607,28,eure et loir,24,2002,5779.0,30182.0,7.5,15819.0,19.72999995946884,12.98999997973442,6.949999988079071
608,28,eure et loir,24,2003,5651.0,30344.0,7.84,15284.0,20.62,13.57,7.26
609,28,eure et loir,24,2004,5795.0,30771.0,7.84,15101.0,20.62,13.57,7.26
610,28,eure et loir,24,2005,5951.0,32675.0,7.8399999886751175,14861.0,20.619999945163727,13.569999992847443,7.259999990463257
611,28,eure et loir,24,2006,5852.0,32741.0,8.129999995231628,14163.0,21.37999999523163,14.069999992847443,7.529999986290932
612,28,eure et loir,24,2007,6003.0,32929.0,8.129999995231628,14375.0,21.37999999523163,14.069999992847443,7.529999986290932
613,28,eure et loir,24,2008,6463.0,32931.0,8.129999999999654,15107.0,21.3799999999992,14.069999999999709,7.529999999999973
614,28,eure et loir,24,2009,6489.0,33118.0,8.51,15046.0,22.38,14.73,7.88
615,28,eure et loir,24,2010,6429.0,33415.0,8.51,15152.0,22.38,20.22,
616,28,eure et loir,24,2011,6410.0,33545.0,,15181.0,,20.22,
617,28,eure et loir,24,2012,6441.0,33535.0,,15401.0,,20.22,
618,28,eure et loir,24,2013,6670.0,33806.0,,15562.0,,20.22,
619,28,eure et loir,24,2014,6772.0,33919.0,,15776.0,,20.22,
620,28,eure et loir,24,2015,6751.0,34033.0,,15433.0,,20.22,
621,29,finistere,53,1993,11005.0,49991.0,,35730.0,,,
622,29,finistere,53,1994,11332.0,50150.0,,36572.0,,,
623,29,finistere,53,1995,12250.0,50523.0,,37101.0,,,
624,29,finistere,53,1996,12450.0,51056.0,,37367.0,,,
625,29,finistere,53,1997,12458.0,51090.0,,37149.0,,,
626,29,finistere,53,1998,12705.0,48361.0,,36919.0,,,
627,29,finistere,53,1999,13068.0,51992.0,,36441.0,,,
628,29,finistere,53,2000,13179.0,52078.0,,35715.0,,,
629,29,finistere,53,2001,13008.0,52519.0,6.679999992251396,35055.0,17.269999980926514,7.25,6.459999993443489
630,29,finistere,53,2002,12751.0,52836.0,6.809999987483025,34450.0,17.619999945163727,7.399999991059303,6.579999998211861
631,29,finistere,53,2003,12586.0,53373.0,7.2,33015.0,18.64,7.83,6.96
632,29,finistere,53,2004,12543.0,54454.0,7.31,31937.0,18.92,7.95,7.06
633,29,finistere,53,2005,12716.0,61040.0,7.929999992251396,31270.0,20.52999997138977,8.629999995231628,7.659999996423721
634,29,finistere,53,2006,12542.0,61509.0,8.25,30129.0,21.349999964237213,8.979999989271164,7.969999998807907
635,29,finistere,53,2007,12680.0,61898.0,8.399999976158142,30506.0,21.72999995946884,9.139999985694885,8.109999984502792
636,29,finistere,53,2008,13872.0,62121.0,8.549999999999727,32227.0,22.11999999999989,9.299999999999727,8.259999999999764
637,29,finistere,53,2009,13973.0,62321.0,8.81,32626.0,22.78,9.58,8.51
638,29,finistere,53,2010,13677.0,62398.0,9.16,32996.0,23.69,14.75,
639,29,finistere,53,2011,13248.0,62569.0,,33381.0,,14.97,
640,29,finistere,53,2012,13360.0,62762.0,,33591.0,,14.97,
641,29,finistere,53,2013,13283.0,63071.0,,33866.0,,14.97,
642,29,finistere,53,2014,13364.0,63129.0,,33995.0,,14.97,
643,29,finistere,53,2015,13340.0,63455.0,,33517.0,,14.97,
644,2A,corse du sud,94,1993,3681.0,6342.0,,4501.0,,,
645,2A,corse du sud,94,1994,3928.0,6469.0,,4489.0,,,
646,2A,corse du sud,94,1995,4043.0,6495.0,,4500.0,,,
647,2A,corse du sud,94,1996,4205.0,6630.0,,4650.0,,,
648,2A,corse du sud,94,1997,4280.0,6640.0,,4567.0,,,
649,2A,corse du sud,94,1998,4273.0,6252.0,,4476.0,,,
650,2A,corse du sud,94,1999,4142.0,6730.0,,4420.0,,,
651,2A,corse du sud,94,2000,3984.0,6752.0,,4223.0,,,
